ID,Claim Date,CarBrand,VehAge,DrivAge,Location,Claim Amt2,Age Criteria 
C5060944,17/02/23,BMW,6,26,RYIADH,1599,23 to 27 
R5060948,12/10/23,BMW,6,26,RYIADH,1839,23 to 27 
D5061433,07/11/23,HYUNDAI,1,53,JEDDAH,1446,45 to 59
F5061436,23/03/23,HYUNDAI,1,53,JEDDAH,1816,45 to 59
H5061438,07/11/23,HYUNDAI,1,53,JEDDAH,1203,45 to 59
B5061457,25/05/23,NISSAN,2,29,JEDDAH,1696,28 to 33
C5061460,23/02/23,NISSAN,2,29,JEDDAH,1377,28 to 33
R5061552,07/06/23,HYUNDAI,4,35,DAMMAM,1749,34 to 44
D5061554,12/05/23,HYUNDAI,0,35,RYIADH,1555,34 to 44
F5061555,12/01/23,HYUNDAI,0,35,RYIADH,1600,34 to 44
H5061556,18/05/23,HYUNDAI,0,35,RYIADH,1770,34 to 44
B5061558,22/10/23,HYUNDAI,0,35,RYIADH,1652,34 to 44
C5061621,20/11/23,HYUNDAI,1,49,JEDDAH,1384,45 to 59
R5061622,14/11/23,HYUNDAI,1,49,JEDDAH,1308,45 to 59
D5061623,22/09/23,HYUNDAI,0,49,JEDDAH,1626,45 to 59
F5061624,09/01/23,HYUNDAI,0,49,JEDDAH,1435,45 to 59
H5061625,18/06/23,HYUNDAI,0,49,JEDDAH,1801,45 to 59
B5061627,07/06/23,HYUNDAI,0,49,JEDDAH,1312,45 to 59
C5061870,20/02/23,NISSAN,1,27,JEDDAH,1742,23 to 27 
R5061873,29/05/23,NISSAN,1,27,JEDDAH,1410,23 to 27 
D5061875,01/01/23,NISSAN,1,27,JEDDAH,1302,23 to 27 
F5061981,04/06/23,HYUNDAI,1,31,JEDDAH,1860,28 to 33
H5061985,04/01/23,HYUNDAI,1,31,JEDDAH,1278,28 to 33
B5062443,30/12/23,TOYOTA,3,47,JEDDAH,1712,45 to 59
C5062521,30/07/23,BMW,6,43,JEDDAH,1873,34 to 44
R5062524,10/05/23,BMW,6,43,JEDDAH,1287,34 to 44
D5062600,09/03/23,TOYOTA,1,33,JEDDAH,3030,28 to 33
F5062603,31/10/23,TOYOTA,1,33,JEDDAH,3345,28 to 33
H5062640,06/11/23,BMW,1,47,JEDDAH,2590,45 to 59
B5062643,08/10/23,BMW,1,47,JEDDAH,1742,45 to 59
C5062956,19/03/23,TOYOTA,1,33,JEDDAH,3030,28 to 33
R5062959,27/08/23,TOYOTA,1,33,JEDDAH,3345,28 to 33
D5063373,12/12/23,KIA,2,32,JEDDAH,2590,28 to 33
F5063376,20/02/23,KIA,2,32,JEDDAH,1274,28 to 33
H5063468,25/09/23,BMW,2,42,JEDDAH,2470.333333,34 to 44
B5063687,26/12/23,KIA,1,48,JEDDAH,2494,45 to 59
C5063690,18/04/23,KIA,1,48,JEDDAH,2842,45 to 59
R5064010,05/01/23,KIA,1,48,JEDDAH,2492,45 to 59
D5064013,01/03/23,KIA,1,48,JEDDAH,2438,45 to 59
F5064023,25/09/23,TOYOTA,1,59,JEDDAH,2602,45 to 59
H5064026,29/12/23,TOYOTA,1,59,JEDDAH,2433,45 to 59
B5064043,11/12/23,KIA,1,63,JEDDAH,2695,60+ Aged
C5064046,22/12/23,KIA,1,63,JEDDAH,2512,60+ Aged
R5064055,22/01/23,BMW,1,29,JEDDAH,2883,28 to 33
D5064059,06/10/23,BMW,1,29,JEDDAH,2704,28 to 33
F5064286,20/10/23,HYUNDAI,3,61,JEDDAH,1022.75,60+ Aged
H5064289,12/12/23,HYUNDAI,0,61,RYIADH,793.25,60+ Aged
B5064290,12/08/23,HYUNDAI,0,61,RYIADH,491,60+ Aged
C5064291,31/08/23,HYUNDAI,0,61,RYIADH,671.25,60+ Aged
R5064292,17/04/23,HYUNDAI,0,61,RYIADH,673,60+ Aged
D5064293,17/10/23,HYUNDAI,0,61,RYIADH,1061,60+ Aged
F5064425,12/02/23,HYUNDAI,1,33,JEDDAH,1050,28 to 33
H5064427,08/07/23,HYUNDAI,1,33,JEDDAH,714.375,28 to 33
B5064430,27/07/23,HYUNDAI,1,33,JEDDAH,893.25,28 to 33
C5064432,15/03/23,HYUNDAI,1,33,JEDDAH,1041.25,28 to 33
R5064486,25/08/23,HYUNDAI,1,57,JEDDAH,929.5,45 to 59
D5064490,05/05/23,HYUNDAI,1,57,JEDDAH,921.25,45 to 59
F5065229,03/03/23,TOYOTA,7,35,JEDDAH,1012.375,34 to 44
H5065232,20/11/23,TOYOTA,7,35,JEDDAH,938,34 to 44
B5065233,19/12/23,TOYOTA,7,35,JEDDAH,670.5,34 to 44
C5065234,19/05/23,TOYOTA,7,35,JEDDAH,621.75,34 to 44
R5065348,21/06/23,HYUNDAI,1,48,JEDDAH,741.5,45 to 59
D5065417,24/06/23,HYUNDAI,1,37,JEDDAH,568,34 to 44
F5065526,11/06/23,HYUNDAI,4,41,DAMMAM,892.25,34 to 44
H5065529,25/01/23,HYUNDAI,4,41,DAMMAM,883.5,34 to 44
B5065899,19/10/23,NISSAN,1,36,JEDDAH,698.5,34 to 44
C5065902,31/12/23,NISSAN,1,36,JEDDAH,696.5,34 to 44
R5065970,04/04/23,BMW,3,44,JEDDAH,601.75,34 to 44
D5065974,29/03/23,BMW,3,44,JEDDAH,657.375,34 to 44
F5065990,13/10/23,KIA,15,51,RYIADH,1503.5,45 to 59
H5065994,29/07/23,KIA,15,51,RYIADH,1080.25,45 to 59
B5065995,07/12/23,KIA,15,51,RYIADH,1423.5,45 to 59
C5066089,24/05/23,HYUNDAI,1,47,JEDDAH,1304,45 to 59
R5066090,05/11/23,HYUNDAI,1,47,JEDDAH,1255.75,45 to 59
D5066145,26/02/23,NISSAN,1,57,JEDDAH,908.75,45 to 59
F5066149,03/01/23,NISSAN,1,57,JEDDAH,1021,45 to 59
H5066160,23/05/23,KIA,3,33,JEDDAH,999.25,28 to 33
B5066163,15/12/23,KIA,3,33,JEDDAH,1026,28 to 33
C5066475,26/08/23,HYUNDAI,0,56,JEDDAH,1026.25,45 to 59
R5066479,04/07/23,HYUNDAI,0,56,JEDDAH,1290,45 to 59
D5066511,16/09/23,KIA,1,60,RYIADH,775,60+ Aged
F5066516,01/08/23,KIA,1,60,RYIADH,788.5,60+ Aged
H5066730,26/08/23,NISSAN,1,39,JEDDAH,966,34 to 44
B5066732,22/07/23,NISSAN,1,39,JEDDAH,864,34 to 44
C5066734,08/12/23,NISSAN,1,39,JEDDAH,857,34 to 44
R5066757,02/10/23,KIA,6,73,JEDDAH,773,60+ Aged
D5066873,10/07/23,HYUNDAI,5,31,JEDDAH,1138,28 to 33
F5066878,25/03/23,HYUNDAI,5,31,JEDDAH,1156.5,28 to 33
H5066899,13/02/23,NISSAN,10,32,RYIADH,791,28 to 33
B5066902,08/07/23,NISSAN,7,32,RYIADH,1097.5,28 to 33
C5066903,15/07/23,NISSAN,7,32,RYIADH,1097.5,28 to 33
R5066905,01/11/23,NISSAN,7,32,RYIADH,1279.5,28 to 33
D5067317,18/01/23,TOYOTA,4,50,RYIADH,798.5,45 to 59
F5067320,18/04/23,TOYOTA,4,50,RYIADH,774.5,45 to 59
H5067551,17/08/23,KIA,1,28,JEDDAH,765.5,28 to 33
B5067554,16/07/23,KIA,1,28,JEDDAH,768,28 to 33
C5067555,16/06/23,KIA,1,28,JEDDAH,793,28 to 33
R5067649,19/09/23,NISSAN,1,74,JEDDAH,777.5,60+ Aged
D5067656,23/07/23,NISSAN,5,40,JEDDAH,963.5,34 to 44
F5067891,28/05/23,BMW,1,76,JEDDAH,832,60+ Aged
H5067894,09/06/23,BMW,1,76,JEDDAH,828,60+ Aged
B5068043,06/09/23,KIA,1,46,JEDDAH,738,45 to 59
C5068045,20/12/23,KIA,1,46,JEDDAH,756.5,45 to 59
R5068047,17/01/23,KIA,1,46,JEDDAH,741,45 to 59
D5068781,17/11/23,HYUNDAI,1,57,JEDDAH,1166.5,45 to 59
F5068783,12/06/23,HYUNDAI,1,57,JEDDAH,808.5,45 to 59
H5068785,11/08/23,HYUNDAI,1,57,JEDDAH,1502,45 to 59
B5068891,21/03/23,BMW,1,51,JEDDAH,983.5,45 to 59
C5068893,08/03/23,BMW,1,51,JEDDAH,984.5,45 to 59
R5068895,20/09/23,BMW,1,51,JEDDAH,961,45 to 59
D5069124,06/02/23,KIA,1,61,JEDDAH,962,60+ Aged
F5069271,20/05/23,BMW,1,53,JEDDAH,1531.5,45 to 59
H5069336,07/09/23,HYUNDAI,1,23,JEDDAH,1278.5,23 to 27 
B5069342,07/08/23,TOYOTA,1,32,JEDDAH,1294.5,28 to 33
C5069490,02/02/23,BMW,10,45,JEDDAH,1276.5,45 to 59
R5069550,21/01/23,KIA,4,38,RYIADH,1267.5,34 to 44
D5069551,12/03/23,KIA,8,38,RYIADH,1092,34 to 44
F5069553,20/05/23,KIA,4,38,RYIADH,797.5,34 to 44
H5069597,28/01/23,TOYOTA,0,44,JEDDAH,826,34 to 44
B5069599,10/12/23,TOYOTA,0,44,JEDDAH,814,34 to 44
C5070158,14/05/23,NISSAN,10,44,RYIADH,959.5,34 to 44
R5070162,24/11/23,NISSAN,10,44,RYIADH,975.5,34 to 44
D5070241,22/11/23,KIA,2,32,JEDDAH,851,28 to 33
F5070922,15/01/23,BMW,9,30,JEDDAH,851,28 to 33
H5070926,13/04/23,BMW,9,30,JEDDAH,876,28 to 33
B5070928,28/05/23,BMW,9,30,JEDDAH,884,28 to 33
C5072020,09/10/23,NISSAN,9,51,JEDDAH,803,45 to 59
R5072023,02/04/23,NISSAN,9,51,JEDDAH,802.5,45 to 59
D5072215,26/03/23,HYUNDAI,6,63,JEDDAH,1152.5,60+ Aged
F5072218,08/11/23,HYUNDAI,6,63,JEDDAH,788.5,60+ Aged
H5072462,29/07/23,BMW,3,64,JEDDAH,1101,60+ Aged
B5072465,29/06/23,BMW,3,64,JEDDAH,1302,60+ Aged
C5073653,05/12/23,BMW,3,76,JEDDAH,831,60+ Aged
R5073656,02/12/23,BMW,3,76,JEDDAH,796.5,60+ Aged
D5073678,18/12/23,KIA,5,24,RYIADH,772.5,23 to 27 
F5073680,05/11/23,KIA,1,24,RYIADH,1160,23 to 27 
H5073684,18/11/23,KIA,1,24,RYIADH,1166.5,23 to 27 
B5073685,02/09/23,KIA,1,24,RYIADH,1142,23 to 27 
C5073686,05/04/23,KIA,1,24,RYIADH,875,23 to 27 
R5074101,06/06/23,KIA,3,56,JEDDAH,858.5,45 to 59
D5074104,17/10/23,KIA,3,56,JEDDAH,756,45 to 59
F5074195,01/11/23,NISSAN,9,32,RYIADH,1112.5,28 to 33
H5074196,22/07/23,NISSAN,9,32,RYIADH,1112,28 to 33
B5074540,22/12/23,TOYOTA,3,40,JEDDAH,791,34 to 44
C5074544,03/04/23,TOYOTA,3,40,JEDDAH,950.5,34 to 44
R5075138,31/01/23,BMW,3,56,JEDDAH,1086,45 to 59
D5075141,13/12/23,BMW,3,56,JEDDAH,1499.5,45 to 59
F5075353,01/04/23,KIA,3,46,JEDDAH,1525.5,45 to 59
H5075355,13/05/23,KIA,3,46,JEDDAH,959,45 to 59
B5075357,23/07/23,KIA,3,46,JEDDAH,973,45 to 59
C5075358,09/04/23,KIA,3,46,JEDDAH,974,45 to 59
R5075502,08/10/23,BMW,3,29,JEDDAH,779.5,28 to 33
D5075505,24/02/23,BMW,3,29,JEDDAH,792.5,28 to 33
F5075713,28/10/23,KIA,3,36,JEDDAH,768,34 to 44
H5075799,18/02/23,KIA,3,33,JEDDAH,721,28 to 33
B5075802,27/06/23,KIA,3,33,JEDDAH,780,28 to 33
C5075917,17/09/23,TOYOTA,6,26,JEDDAH,787,23 to 27 
R5075919,27/12/23,TOYOTA,6,26,JEDDAH,795,23 to 27 
D5076449,07/03/23,KIA,2,44,JEDDAH,1306.5,34 to 44
F5076452,16/04/23,KIA,2,44,JEDDAH,1303,34 to 44
H5076454,23/04/23,KIA,2,44,JEDDAH,800.5,34 to 44
B5076490,29/11/23,BMW,3,19,JEDDAH,2595,18 to 22
C5076493,08/02/23,BMW,1,26,JEDDAH,888.5,23 to 27 
R5076496,08/03/23,BMW,1,20,JEDDAH,768.5,18 to 22
D5076751,09/01/23,KIA,2,61,JEDDAH,982.5,60+ Aged
F5076754,10/04/23,KIA,2,61,JEDDAH,781.5,60+ Aged
H5077694,26/04/23,NISSAN,2,47,JEDDAH,810.5,45 to 59
B5077698,12/12/23,NISSAN,2,47,JEDDAH,1137.5,45 to 59
C5077831,15/11/23,HYUNDAI,3,41,JEDDAH,808.5,34 to 44
R5077834,02/11/23,HYUNDAI,3,41,JEDDAH,813,34 to 44
D5078086,28/05/23,TOYOTA,7,61,JEDDAH,1169,60+ Aged
F5078091,27/09/23,TOYOTA,7,61,JEDDAH,1147.5,60+ Aged
H5078092,10/06/23,TOYOTA,7,61,JEDDAH,1150.5,60+ Aged
B5078093,30/11/23,TOYOTA,7,61,JEDDAH,795,60+ Aged
C5078094,13/02/23,TOYOTA,7,61,JEDDAH,942,60+ Aged
R5078363,13/03/23,HYUNDAI,6,59,JEDDAH,741,45 to 59
D5078366,19/12/23,HYUNDAI,6,59,JEDDAH,1128,45 to 59
F5078407,09/05/23,BMW,15,35,RYIADH,1125.5,34 to 44
H5078409,01/09/23,BMW,15,35,RYIADH,1118.5,34 to 44
B5080967,25/10/23,HYUNDAI,1,40,RYIADH,757.5,34 to 44
C5080969,18/01/23,HYUNDAI,1,40,RYIADH,773.5,34 to 44
R5081361,25/09/23,KIA,2,26,JEDDAH,1152.5,23 to 27 
D5081947,27/11/23,TOYOTA,5,30,JEDDAH,1141.5,28 to 33
F5081950,15/11/23,TOYOTA,5,30,JEDDAH,1056.5,28 to 33
H5081953,13/12/23,TOYOTA,6,31,JEDDAH,792,28 to 33
B5081956,03/03/23,TOYOTA,6,31,JEDDAH,774,28 to 33
C5082610,26/02/23,TOYOTA,10,39,DAMMAM,767.5,34 to 44
R5082614,08/05/23,TOYOTA,10,39,DAMMAM,988,34 to 44
D5082615,08/02/23,TOYOTA,10,39,DAMMAM,816,34 to 44
F5083312,25/11/23,BMW,2,54,JEDDAH,801.5,45 to 59
H5083315,02/10/23,BMW,2,54,JEDDAH,810.5,45 to 59
B5083426,26/11/23,HYUNDAI,2,59,JEDDAH,804,45 to 59
C5083429,12/07/23,HYUNDAI,2,59,JEDDAH,781,45 to 59
R5083581,09/06/23,KIA,2,66,JEDDAH,954.5,60+ Aged
D5083584,05/08/23,KIA,2,66,JEDDAH,764.5,60+ Aged
F5083805,14/10/23,NISSAN,15,26,RYIADH,765,23 to 27 
H5083807,26/10/23,NISSAN,15,26,RYIADH,745,23 to 27 
B5084003,22/07/23,TOYOTA,2,35,JEDDAH,801,34 to 44
C5084005,31/05/23,TOYOTA,2,35,JEDDAH,814,34 to 44
R5084317,04/03/23,BMW,2,47,JEDDAH,782,45 to 59
D5084320,25/04/23,BMW,2,47,JEDDAH,1027.5,45 to 59
F5084764,04/07/23,KIA,2,56,JEDDAH,1035,45 to 59
H5084767,18/04/23,KIA,2,56,JEDDAH,1106,45 to 59
B5085190,18/10/23,BMW,2,50,JEDDAH,1158,45 to 59
C5085360,05/03/23,KIA,2,62,JEDDAH,735,60+ Aged
R5085363,01/02/23,KIA,2,62,JEDDAH,756.5,60+ Aged
D5085576,18/11/23,KIA,2,27,JEDDAH,828,23 to 27 
F5085579,25/03/23,KIA,2,27,JEDDAH,752,23 to 27 
H5085755,12/08/23,HYUNDAI,3,24,JEDDAH,1171,23 to 27 
B5085758,11/05/23,HYUNDAI,3,24,JEDDAH,1137.5,23 to 27 
C5085760,14/12/23,HYUNDAI,3,24,JEDDAH,808.5,23 to 27 
R5085764,05/04/23,HYUNDAI,3,24,JEDDAH,778.5,23 to 27 
D5086278,29/11/23,HYUNDAI,2,65,JEDDAH,794,60+ Aged
F5086281,04/06/23,HYUNDAI,2,65,JEDDAH,793.5,60+ Aged
H5086421,03/04/23,BMW,2,41,JEDDAH,775.5,34 to 44
B5086424,26/04/23,BMW,2,41,JEDDAH,730,34 to 44
C5086428,29/12/23,BMW,2,41,JEDDAH,1173.5,34 to 44
R5086429,09/03/23,BMW,2,41,JEDDAH,1176,34 to 44
D5086813,02/01/23,TOYOTA,0,65,JEDDAH,774.5,60+ Aged
F5086815,20/06/23,TOYOTA,0,65,JEDDAH,800,60+ Aged
H5086865,05/12/23,TOYOTA,0,56,JEDDAH,1170.5,45 to 59
B5086867,23/10/23,TOYOTA,0,56,JEDDAH,1166.5,45 to 59
C5087222,29/10/23,BMW,8,22,RYIADH,1000,18 to 22
R5087223,13/11/23,BMW,8,22,RYIADH,50000,18 to 22
D5087350,25/10/23,TOYOTA,0,36,JEDDAH,1077,34 to 44
F5087628,17/10/23,KIA,3,38,JEDDAH,1129,34 to 44
H5087629,08/11/23,KIA,3,38,JEDDAH,1000,34 to 44
B5087742,06/07/23,HYUNDAI,4,23,DAMMAM,33839,23 to 27 
C5087880,15/09/23,NISSAN,0,42,JEDDAH,1064,34 to 44
R5087881,29/05/23,NISSAN,0,42,JEDDAH,1016,34 to 44
D5087882,12/06/23,NISSAN,0,42,JEDDAH,1000,34 to 44
F5087883,05/10/23,NISSAN,0,42,JEDDAH,26431,34 to 44
H5087884,13/02/23,NISSAN,0,42,JEDDAH,40000,34 to 44
B5088104,18/06/23,TOYOTA,2,38,JEDDAH,3756,34 to 44
C5088504,10/12/23,NISSAN,0,54,JEDDAH,3308,45 to 59
R5088505,14/05/23,NISSAN,0,54,JEDDAH,2646,45 to 59
D5088516,05/04/23,KIA,2,50,JEDDAH,3034,45 to 59
F5088518,16/04/23,KIA,2,50,JEDDAH,1336,45 to 59
H5088658,04/06/23,HYUNDAI,1,58,JEDDAH,2252,45 to 59
B5088746,26/09/23,HYUNDAI,0,47,JEDDAH,1018,45 to 59
C5088747,27/10/23,HYUNDAI,0,47,JEDDAH,3205,45 to 59
R5088811,24/08/23,KIA,15,25,RYIADH,3137,23 to 27 
D5088931,03/11/23,NISSAN,4,27,RYIADH,3922,23 to 27 
F5088932,01/10/23,NISSAN,4,27,RYIADH,1539,23 to 27 
H5088992,25/12/23,TOYOTA,5,55,JEDDAH,1689,45 to 59
B5089084,29/09/23,BMW,0,41,JEDDAH,1714,34 to 44
C5089085,01/05/23,BMW,0,41,JEDDAH,1020,34 to 44
R5089087,15/08/23,BMW,0,41,JEDDAH,4291,34 to 44
D5089088,05/10/23,BMW,0,41,JEDDAH,2892,34 to 44
F5089137,06/08/23,KIA,0,29,JEDDAH,3661,28 to 33
H5089138,01/01/23,KIA,0,29,JEDDAH,2897,28 to 33
B5089139,07/01/23,KIA,1,29,JEDDAH,4048,28 to 33
C5089140,02/09/23,KIA,0,29,JEDDAH,2366,28 to 33
R5089328,01/04/23,NISSAN,1,43,JEDDAH,4479,34 to 44
D5089329,15/07/23,NISSAN,1,43,JEDDAH,4540,34 to 44
F5089378,04/06/23,HYUNDAI,0,48,JEDDAH,2354,45 to 59
H5089379,04/03/23,HYUNDAI,0,48,JEDDAH,1833,45 to 59
B5089914,11/12/23,HYUNDAI,0,45,JEDDAH,4772,45 to 59
C5089916,14/11/23,HYUNDAI,0,45,JEDDAH,2467,45 to 59
R5089917,05/08/23,HYUNDAI,0,45,JEDDAH,4804,45 to 59
D5090057,08/11/23,BMW,0,36,JEDDAH,3658,34 to 44
F5090058,18/11/23,BMW,0,36,JEDDAH,3629,34 to 44
H5090196,19/11/23,NISSAN,0,60,JEDDAH,1722,60+ Aged
B5090198,29/03/23,NISSAN,0,60,JEDDAH,4780,60+ Aged
C5090199,30/05/23,NISSAN,0,60,JEDDAH,2480,60+ Aged
R5090202,13/11/23,BMW,0,41,JEDDAH,1349,34 to 44
D5090204,03/12/23,BMW,0,41,JEDDAH,2555,34 to 44
F5090246,31/07/23,TOYOTA,1,28,JEDDAH,2368,28 to 33
H5090504,10/06/23,NISSAN,0,36,JEDDAH,1625,34 to 44
B5090505,07/08/23,NISSAN,0,36,JEDDAH,2322,34 to 44
C5090581,16/08/23,TOYOTA,2,53,JEDDAH,1907,45 to 59
R5090582,29/03/23,TOYOTA,2,53,JEDDAH,4857,45 to 59
D5090691,08/09/23,KIA,0,25,JEDDAH,3289,23 to 27 
F5090692,21/11/23,KIA,0,25,JEDDAH,2450,23 to 27 
H5090694,20/09/23,KIA,0,25,JEDDAH,1367,23 to 27 
B5090893,03/02/23,BMW,1,45,JEDDAH,4031,45 to 59
C5090894,20/08/23,BMW,1,45,JEDDAH,2285,45 to 59
R5091017,25/02/23,KIA,2,29,JEDDAH,1075,28 to 33
D5091041,25/04/23,BMW,0,70,JEDDAH,3703,60+ Aged
F5091042,09/10/23,BMW,0,70,JEDDAH,4103,60+ Aged
H5091044,21/12/23,BMW,0,70,JEDDAH,1970,60+ Aged
B5091047,04/02/23,KIA,0,35,JEDDAH,2160,34 to 44
C5091049,22/10/23,KIA,0,35,JEDDAH,4414,34 to 44
R5091264,18/11/23,BMW,10,26,RYIADH,3448,23 to 27 
D5091267,06/02/23,BMW,4,26,RYIADH,2089,23 to 27 
F5091468,16/11/23,BMW,1,24,JEDDAH,1758,23 to 27 
H5091509,27/05/23,BMW,0,40,JEDDAH,3179,34 to 44
B5091510,17/10/23,BMW,0,40,JEDDAH,1093,34 to 44
C5091563,16/12/23,TOYOTA,5,20,RYIADH,2056,18 to 22
R5091824,08/05/23,KIA,2,58,JEDDAH,2237,45 to 59
D5091994,11/03/23,NISSAN,1,50,JEDDAH,3450,45 to 59
F5092016,12/04/23,KIA,3,51,JEDDAH,2961,45 to 59
H5092314,04/03/23,KIA,1,60,JEDDAH,2503,60+ Aged
B5092369,20/01/23,NISSAN,0,42,JEDDAH,3531,34 to 44
C5092370,24/06/23,NISSAN,0,42,JEDDAH,2922,34 to 44
R5092418,06/05/23,KIA,8,28,JEDDAH,1222,28 to 33
D5092468,25/05/23,HYUNDAI,4,29,JEDDAH,2823,28 to 33
F5092469,21/09/23,HYUNDAI,4,29,JEDDAH,1315,28 to 33
H5092523,25/09/23,KIA,0,47,JEDDAH,1300,45 to 59
B5092524,24/06/23,KIA,0,47,JEDDAH,1315,45 to 59
C5092671,22/08/23,TOYOTA,0,59,JEDDAH,1300,45 to 59
R5092673,28/07/23,TOYOTA,0,59,JEDDAH,1353,45 to 59
D5092674,15/05/23,TOYOTA,0,59,JEDDAH,2165,45 to 59
F5092728,03/03/23,KIA,0,43,JEDDAH,2273,34 to 44
H5092730,13/08/23,KIA,0,43,JEDDAH,4390,34 to 44
B5092731,08/10/23,KIA,0,43,JEDDAH,3938,34 to 44
C5092824,21/09/23,TOYOTA,10,39,RYIADH,2008,34 to 44
R5092835,24/07/23,BMW,0,50,JEDDAH,4545,45 to 59
D5092837,14/10/23,BMW,0,50,JEDDAH,1009,45 to 59
F5093096,14/02/23,KIA,0,48,JEDDAH,4114,45 to 59
H5093097,02/12/23,KIA,0,48,JEDDAH,4414,45 to 59
B5093264,01/03/23,KIA,0,33,JEDDAH,1197,28 to 33
C5093266,24/09/23,KIA,0,33,JEDDAH,1443,28 to 33
R5093390,18/11/23,KIA,1,32,JEDDAH,3297,28 to 33
D5093391,04/05/23,KIA,1,32,JEDDAH,4346,28 to 33
F5093508,23/02/23,HYUNDAI,0,62,JEDDAH,4659,60+ Aged
H5093594,25/04/23,BMW,5,38,JEDDAH,2628,34 to 44
B5093597,04/02/23,BMW,5,38,JEDDAH,1423,34 to 44
C5093628,07/06/23,NISSAN,2,53,JEDDAH,4045,45 to 59
R5093630,06/01/23,NISSAN,2,53,JEDDAH,2575,45 to 59
D5093632,24/05/23,NISSAN,2,53,JEDDAH,2192,45 to 59
F5093734,22/11/23,BMW,8,69,RYIADH,3446,60+ Aged
H5093736,01/02/23,BMW,8,69,RYIADH,4123,60+ Aged
B5093737,28/03/23,BMW,8,69,RYIADH,4853,60+ Aged
C5093812,17/09/23,BMW,3,38,RYIADH,1121,34 to 44
R5093828,03/06/23,BMW,0,37,JEDDAH,4517,34 to 44
D5093829,12/10/23,BMW,0,37,JEDDAH,4902,34 to 44
F5093957,05/03/23,KIA,0,46,JEDDAH,4970,45 to 59
H5093958,06/10/23,KIA,0,46,JEDDAH,3160,45 to 59
B5094340,28/07/23,HYUNDAI,0,57,JEDDAH,2734,45 to 59
C5094342,22/07/23,HYUNDAI,0,57,JEDDAH,2636,45 to 59
R5094399,15/03/23,BMW,0,54,JEDDAH,4946,45 to 59
D5094400,05/05/23,BMW,0,54,JEDDAH,2133,45 to 59
F5094489,26/01/23,TOYOTA,5,32,JEDDAH,2689,28 to 33
H5094491,03/02/23,TOYOTA,2,32,JEDDAH,1522,28 to 33
B5094493,21/09/23,TOYOTA,2,32,JEDDAH,4999,28 to 33
C5094586,11/07/23,KIA,0,42,JEDDAH,4700,34 to 44
R5094587,09/08/23,KIA,0,42,JEDDAH,2056,34 to 44
D5094629,10/02/23,NISSAN,3,58,RYIADH,2879,45 to 59
F5094630,07/09/23,NISSAN,3,58,RYIADH,3737,45 to 59
H5094651,14/02/23,HYUNDAI,0,34,JEDDAH,2430,34 to 44
B5094652,02/08/23,HYUNDAI,0,34,JEDDAH,2330,34 to 44
C5094667,04/03/23,HYUNDAI,0,37,JEDDAH,4121,34 to 44
R5094668,14/07/23,HYUNDAI,0,37,JEDDAH,3983,34 to 44
D5094957,22/11/23,BMW,4,51,JEDDAH,4251,45 to 59
F5094958,16/11/23,BMW,4,51,JEDDAH,1666,45 to 59
H5094961,12/11/23,KIA,0,50,JEDDAH,1945,45 to 59
B5094962,16/03/23,KIA,0,50,JEDDAH,2220,45 to 59
C5095107,18/02/23,HYUNDAI,5,79,JEDDAH,2081,60+ Aged
R5095192,27/01/23,KIA,6,48,JEDDAH,4373,45 to 59
D5095267,14/08/23,NISSAN,5,24,RYIADH,1147,23 to 27 
F5095531,27/03/23,KIA,5,44,RYIADH,1391,34 to 44
H5095685,12/09/23,NISSAN,1,29,JEDDAH,3090,28 to 33
B5095687,19/07/23,NISSAN,1,29,JEDDAH,1474,28 to 33
C5095847,25/10/23,TOYOTA,0,69,JEDDAH,1673,60+ Aged
R5096216,27/07/23,NISSAN,10,29,RYIADH,2226,28 to 33
D5096554,30/09/23,HYUNDAI,0,61,JEDDAH,1485,60+ Aged
F5096555,18/08/23,HYUNDAI,0,61,JEDDAH,3705,60+ Aged
H5096562,27/01/23,BMW,0,41,JEDDAH,4094,34 to 44
B5096564,09/11/23,BMW,0,43,JEDDAH,3378,34 to 44
C5096565,08/12/23,BMW,0,41,JEDDAH,1103,34 to 44
R5096734,09/05/23,BMW,4,46,JEDDAH,1518,45 to 59
D5096735,29/06/23,BMW,4,46,JEDDAH,3379,45 to 59
F5096792,30/07/23,NISSAN,1,22,JEDDAH,3017,18 to 22
H5096794,03/05/23,BMW,4,26,RYIADH,3247,23 to 27 
B5096795,10/11/23,BMW,4,26,RYIADH,4487,23 to 27 
C5096847,17/10/23,TOYOTA,9,39,RYIADH,3015,34 to 44
R5096904,24/02/23,TOYOTA,10,36,RYIADH,2599,34 to 44
D5096970,30/08/23,TOYOTA,0,32,JEDDAH,4919,28 to 33
F5096972,06/02/23,TOYOTA,0,32,JEDDAH,4506,28 to 33
H5096974,04/11/23,HYUNDAI,0,53,JEDDAH,2287,45 to 59
B5096975,31/07/23,HYUNDAI,0,53,JEDDAH,3291,45 to 59
C5097080,27/07/23,KIA,0,57,JEDDAH,4180,45 to 59
R5097082,08/08/23,KIA,0,57,JEDDAH,4354,45 to 59
D5097324,26/12/23,KIA,0,44,JEDDAH,1571,34 to 44
F5097325,01/09/23,KIA,0,44,JEDDAH,2376,34 to 44
H5097389,02/09/23,KIA,4,23,JEDDAH,3716,23 to 27 
B5097666,09/07/23,BMW,3,50,JEDDAH,3050,45 to 59
